"dv","ivs","cc","demog","inter"
"ispemotional","isdhandler isphandler d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl isphandler*d1racewhbl","isdhandler isphandler","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl isphandler*d1racewhbl"
"ispemotional","isdhandler isphandler d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl isphandler*p1racewhbl","isdhandler isphandler","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl isphandler*p1racewhbl"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*d1sex","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*d1sex"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*p1sex","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*p1sex"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*d1racewhbl","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*d1racewhbl"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*p1racewhbl","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*p1racewhbl"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex isdcc1r*d1sex","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex isdcc1r*d1sex"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex isdcc1r*p1sex","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex isdcc1r*p1sex"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl isdcc1r*d1racewhbl","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl isdcc1r*d1racewhbl"
"ispemotional","isdhandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl isdcc1r*p1racewhbl","isdhandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl isdcc1r*p1racewhbl"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*d1sex","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*d1sex"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*p1sex","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*p1sex"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*d1racewhbl","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*d1racewhbl"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*p1racewhbl","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*p1racewhbl"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex ispcc1r*d1sex","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex ispcc1r*d1sex"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex ispcc1r*p1sex","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex ispcc1r*p1sex"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl ispcc1r*d1racewhbl","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl ispcc1r*d1racewhbl"
"ispemotional","isdhandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl ispcc1r*p1racewhbl","isdhandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl ispcc1r*p1racewhbl"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*d1sex","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*d1sex"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*p1sex","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*p1sex"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*d1racewhbl","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*d1racewhbl"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*p1racewhbl","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*p1racewhbl"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex isdcc2*d1sex","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex isdcc2*d1sex"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex isdcc2*p1sex","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex isdcc2*p1sex"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl isdcc2*d1racewhbl","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl isdcc2*d1racewhbl"
"ispemotional","isdhandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl isdcc2*p1racewhbl","isdhandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl isdcc2*p1racewhbl"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*d1sex","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*d1sex"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*p1sex","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*p1sex"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*d1racewhbl","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*d1racewhbl"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*p1racewhbl","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*p1racewhbl"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex ispcc2*d1sex","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex ispcc2*d1sex"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex ispcc2*p1sex","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex ispcc2*p1sex"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl ispcc2*d1racewhbl","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl ispcc2*d1racewhbl"
"ispemotional","isdhandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl ispcc2*p1racewhbl","isdhandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl ispcc2*p1racewhbl"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1racewhbl","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1racewhbl"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*d1sex","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*d1sex"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*p1sex","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*p1sex"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*d1racewhbl","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*d1racewhbl"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*p1racewhbl","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*p1racewhbl"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex isdcc1r*d1sex","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex isdcc1r*d1sex"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex isdcc1r*p1sex","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex isdcc1r*p1sex"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl isdcc1r*d1racewhbl","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl isdcc1r*d1racewhbl"
"ispemotional","isphandler isdcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1racewhbl isdcc1r*p1racewhbl","isphandler isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1racewhbl isdcc1r*p1racewhbl"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1racewhbl","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1racewhbl"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*d1sex","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*d1sex"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*p1sex","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*p1sex"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*d1racewhbl","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*d1racewhbl"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*p1racewhbl","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*p1racewhbl"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex ispcc1r*d1sex","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex ispcc1r*d1sex"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex ispcc1r*p1sex","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex ispcc1r*p1sex"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl ispcc1r*d1racewhbl","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl ispcc1r*d1racewhbl"
"ispemotional","isphandler ispcc1r d1sex p1sex d1racewhbl p1racewhbl isphandler*p1racewhbl ispcc1r*p1racewhbl","isphandler ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1racewhbl ispcc1r*p1racewhbl"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*p1racewhbl","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1racewhbl"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*d1sex","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*d1sex"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*p1sex","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*p1sex"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*d1racewhbl","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*d1racewhbl"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*p1racewhbl","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*p1racewhbl"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex isdcc2*d1sex","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex isdcc2*d1sex"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex isdcc2*p1sex","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex isdcc2*p1sex"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl isdcc2*d1racewhbl","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl isdcc2*d1racewhbl"
"ispemotional","isphandler isdcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*p1racewhbl isdcc2*p1racewhbl","isphandler isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1racewhbl isdcc2*p1racewhbl"
"ispemotional","isphandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl","isphandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl"," "
"ispemotional","isphandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex","isphandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex"
"ispemotional","isphandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex","isphandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex"
"ispemotional","isphandler ispcc2 d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl","isphandler ispcc2","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl"
