"dv","ivs","cc","demog","inter"
"isdinstr","d1sex p1sex d1racewhbl p1racewhbl"," ","d1sex p1sex d1racewhbl p1racewhbl"," "
"isdinstr","isdhandler d1sex p1sex d1racewhbl p1racewhbl","isdhandler","d1sex p1sex d1racewhbl p1racewhbl"," "
"isdinstr","isdhandler d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1sex","isdhandler","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1sex"
"isdinstr","isdhandler d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1sex","isdhandler","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1sex"
"isdinstr","isdhandler d1sex p1sex d1racewhbl p1racewhbl isdhandler*d1racewhbl","isdhandler","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*d1racewhbl"
"isdinstr","isdhandler d1sex p1sex d1racewhbl p1racewhbl isdhandler*p1racewhbl","isdhandler","d1sex p1sex d1racewhbl p1racewhbl","isdhandler*p1racewhbl"
"isdinstr","isphandler d1sex p1sex d1racewhbl p1racewhbl","isphandler","d1sex p1sex d1racewhbl p1racewhbl"," "
"isdinstr","isphandler d1sex p1sex d1racewhbl p1racewhbl isphandler*d1sex","isphandler","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1sex"
"isdinstr","isphandler d1sex p1sex d1racewhbl p1racewhbl isphandler*p1sex","isphandler","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1sex"
"isdinstr","isphandler d1sex p1sex d1racewhbl p1racewhbl isphandler*d1racewhbl","isphandler","d1sex p1sex d1racewhbl p1racewhbl","isphandler*d1racewhbl"
"isdinstr","isphandler d1sex p1sex d1racewhbl p1racewhbl isphandler*p1racewhbl","isphandler","d1sex p1sex d1racewhbl p1racewhbl","isphandler*p1racewhbl"
"isdinstr","isdcc1r d1sex p1sex d1racewhbl p1racewhbl","isdcc1r","d1sex p1sex d1racewhbl p1racewhbl"," "
"isdinstr","isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*d1sex","isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*d1sex"
"isdinstr","isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*p1sex","isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*p1sex"
"isdinstr","isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*d1racewhbl","isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*d1racewhbl"
"isdinstr","isdcc1r d1sex p1sex d1racewhbl p1racewhbl isdcc1r*p1racewhbl","isdcc1r","d1sex p1sex d1racewhbl p1racewhbl","isdcc1r*p1racewhbl"
"isdinstr","ispcc1r d1sex p1sex d1racewhbl p1racewhbl","ispcc1r","d1sex p1sex d1racewhbl p1racewhbl"," "
"isdinstr","ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*d1sex","ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*d1sex"
"isdinstr","ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*p1sex","ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*p1sex"
"isdinstr","ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*d1racewhbl","ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*d1racewhbl"
"isdinstr","ispcc1r d1sex p1sex d1racewhbl p1racewhbl ispcc1r*p1racewhbl","ispcc1r","d1sex p1sex d1racewhbl p1racewhbl","ispcc1r*p1racewhbl"
"isdinstr","isdcc2 d1sex p1sex d1racewhbl p1racewhbl","isdcc2","d1sex p1sex d1racewhbl p1racewhbl"," "
"isdinstr","isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*d1sex","isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*d1sex"
"isdinstr","isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*p1sex","isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*p1sex"
"isdinstr","isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*d1racewhbl","isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*d1racewhbl"
"isdinstr","isdcc2 d1sex p1sex d1racewhbl p1racewhbl isdcc2*p1racewhbl","isdcc2","d1sex p1sex d1racewhbl p1racewhbl","isdcc2*p1racewhbl"
"isdinstr","ispcc2 d1sex p1sex d1racewhbl p1racewhbl","ispcc2","d1sex p1sex d1racewhbl p1racewhbl"," "
"isdinstr","ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*d1sex","ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*d1sex"
"isdinstr","ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*p1sex","ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*p1sex"
"isdinstr","ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*d1racewhbl","ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*d1racewhbl"
"isdinstr","ispcc2 d1sex p1sex d1racewhbl p1racewhbl ispcc2*p1racewhbl","ispcc2","d1sex p1sex d1racewhbl p1racewhbl","ispcc2*p1racewhbl"
