STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722780,23183, 20150203,   61.7,24,   44.4,24, 1016.0,24,  976.9,24,  10.0,24,   3.3,24,   7.0, 999.9,   75.9 ,  48.0 , 0.00G,999.9, 000000,
722780,23183, 20150204,   63.4,24,   47.6,24, 1016.9,24,  977.9,24,  10.0,24,   4.3,24,   8.0, 999.9,   77.0 ,  50.0 , 0.00G,999.9, 000000,
722780,23183, 20150205,   65.5,24,   45.7,24, 1017.9,24,  978.9,24,  10.0,24,   3.8,24,   8.9, 999.9,   82.0 ,  52.0 , 0.00G,999.9, 000000,
722780,23183, 20150206,   67.8,24,   40.8,24, 1017.3,24,  978.4,24,  10.0,24,   3.4,24,   8.0, 999.9,   84.0 ,  52.0 , 0.00G,999.9, 000000,
722780,23183, 20150207,   67.2,24,   43.3,24, 1017.6,24,  978.7,24,  10.0,24,   3.1,24,   6.0, 999.9,   84.0 ,  53.1 , 0.00G,999.9, 000000,
722780,23183, 20150208,   66.8,24,   41.6,24, 1017.2,24,  978.4,24,  10.0,24,   3.7,24,   8.0, 999.9,   82.0 ,  53.1 , 0.00G,999.9, 000000,
722780,23183, 20150209,   67.9,24,   42.4,24, 1016.3,24,  977.5,24,  10.0,24,   4.1,24,   8.0, 999.9,   82.9 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150210,   68.7,24,   43.8,24, 1012.6,24,  974.0,24,  10.0,24,   4.1,24,   9.9, 999.9,   82.9 ,  55.0 , 0.00G,999.9, 000000,
722780,23183, 20150211,   68.2,24,   36.7,24, 1013.2,24,  974.5,24,  10.0,24,   3.4,24,  12.0,  15.0,   82.9 ,  54.0 , 0.00G,999.9, 000000,
722780,23183, 20150212,   70.2,24,   27.7,24, 1019.3,24,  980.4,24,  10.0,24,   8.4,24,  14.0,  20.0,   81.0 ,  54.0 , 0.00G,999.9, 000000,
